2120.0, 1783.0, 2005.0
2435.0, 1933.0, 1750.0
2289.0, 1407.0, 2202.0
1927.0, 2469.0, 1828.0
1067.0, 1911.0, 2727.0
1398.0, 2307.0, 2049.0
1398.0, 2307.0, 2049.0
2024.0, 2590.0, 1556.0
2289.0, 1407.0, 2202.0
2078.0, 1563.0, 2600.0
1927.0, 2469.0, 1828.0
1728.0, 2067.0, 2154.0
1199.0, 1905.0, 2375.0
2078.0, 1563.0, 2600.0
2078.0, 1563.0, 2600.0
1891.0, 2090.0, 1920.0
1728.0, 2067.0, 2154.0
2243.0, 1731.0, 1833.0
1692.0, 1688.0, 2246.0
1927.0, 2469.0, 1828.0
2078.0, 1563.0, 2600.0
1891.0, 2090.0, 1920.0
1199.0, 1905.0, 2375.0
1560.0, 1694.0, 2598.0
1946.0, 1569.0, 2952.0
2289.0, 1407.0, 2202.0
2111.0, 2159.0, 1476.0
1190.0, 1859.0, 2555.0
1398.0, 2307.0, 2049.0
2111.0, 2159.0, 1476.0
1692.0, 1688.0, 2246.0
1322.0, 1853.0, 2203.0
1398.0, 2307.0, 2049.0
2024.0, 2590.0, 1556.0
1946.0, 1569.0, 2952.0
2120.0, 1783.0, 2005.0
2120.0, 1783.0, 2005.0
1199.0, 1905.0, 2375.0
1927.0, 2469.0, 1828.0
2289.0, 1407.0, 2202.0
2014.0, 2038.0, 1748.0
2435.0, 1933.0, 1750.0
1891.0, 2090.0, 1920.0
2289.0, 1407.0, 2202.0
2435.0, 1933.0, 1750.0
2289.0, 1407.0, 2202.0
1398.0, 2307.0, 2049.0
1946.0, 1569.0, 2952.0
2078.0, 1563.0, 2600.0
1946.0, 1569.0, 2952.0
1560.0, 1694.0, 2598.0
1927.0, 2469.0, 1828.0
2289.0, 1407.0, 2202.0
1927.0, 2469.0, 1828.0
2078.0, 1563.0, 2600.0
1946.0, 1569.0, 2952.0
2078.0, 1563.0, 2600.0
1946.0, 1569.0, 2952.0
2289.0, 1407.0, 2202.0
2243.0, 1731.0, 1833.0
1398.0, 2307.0, 2049.0
1199.0, 1905.0, 2375.0
2435.0, 1933.0, 1750.0
1398.0, 2307.0, 2049.0
2157.0, 1413.0, 2554.0
2024.0, 2590.0, 1556.0
2289.0, 1407.0, 2202.0
1560.0, 1694.0, 2598.0
1927.0, 2469.0, 1828.0
1946.0, 1569.0, 2952.0
1398.0, 2307.0, 2049.0
1199.0, 1905.0, 2375.0
2435.0, 1933.0, 1750.0
1927.0, 2469.0, 1828.0
2435.0, 1933.0, 1750.0
2120.0, 1783.0, 2005.0
1927.0, 2469.0, 1828.0
2120.0, 1783.0, 2005.0
1398.0, 2307.0, 2049.0
1891.0, 2090.0, 1920.0
1560.0, 1694.0, 2598.0
1199.0, 1905.0, 2375.0
1927.0, 2469.0, 1828.0
1398.0, 2307.0, 2049.0
1398.0, 2307.0, 2049.0
1865.0, 2877.0, 2013.0
2289.0, 1407.0, 2202.0
2289.0, 1407.0, 2202.0
1988.0, 2211.0, 1648.0
