3995.0, 4087.0
5014.0, 3371.0
5364.0, 3331.0
3995.0, 4087.0
4258.0, 3907.0
4062.0, 4035.0
5431.0, 3279.0
3665.0, 4697.0
3665.0, 4697.0
4947.0, 3423.0
4258.0, 3907.0
3665.0, 4697.0
4062.0, 4035.0
4751.0, 3551.0
5364.0, 3331.0
4494.0, 3782.0
4062.0, 4035.0
5014.0, 3371.0
3995.0, 4087.0
5364.0, 3331.0
3665.0, 4697.0
4684.0, 3603.0
3665.0, 4697.0
3853.0, 4240.0
4751.0, 3551.0
3920.0, 4188.0
5014.0, 3371.0
3807.0, 4544.0
3853.0, 4240.0
4561.0, 3730.0
4062.0, 4035.0
4258.0, 3907.0
3665.0, 4697.0
5431.0, 3279.0
4947.0, 3423.0
3920.0, 4188.0
4062.0, 4035.0
5431.0, 3279.0
5364.0, 3331.0
4183.0, 4008.0
3807.0, 4544.0
3920.0, 4188.0
5014.0, 3371.0
4062.0, 4035.0
5014.0, 3371.0
5364.0, 3331.0
4947.0, 3423.0
3853.0, 4240.0
5014.0, 3371.0
3995.0, 4087.0
3665.0, 4697.0
5014.0, 3371.0
5014.0, 3371.0
3665.0, 4697.0
4258.0, 3907.0
4183.0, 4008.0
3853.0, 4240.0
3665.0, 4697.0
4947.0, 3423.0
3807.0, 4544.0
3807.0, 4544.0
4258.0, 3907.0
3665.0, 4697.0
5431.0, 3279.0
4494.0, 3782.0
4947.0, 3423.0
4183.0, 4008.0
3665.0, 4697.0
3853.0, 4240.0
3807.0, 4544.0
5014.0, 3371.0
4561.0, 3730.0
4751.0, 3551.0
3995.0, 4087.0
5431.0, 3279.0
3665.0, 4697.0
3665.0, 4697.0
4062.0, 4035.0
4062.0, 4035.0
4325.0, 3855.0
3665.0, 4697.0
3853.0, 4240.0
4494.0, 3782.0
3995.0, 4087.0
3665.0, 4697.0
3853.0, 4240.0
4494.0, 3782.0
3807.0, 4544.0
4258.0, 3907.0
5364.0, 3331.0
3665.0, 4697.0
4062.0, 4035.0
3853.0, 4240.0
5364.0, 3331.0
4947.0, 3423.0
4062.0, 4035.0
3995.0, 4087.0
3853.0, 4240.0
3995.0, 4087.0
3995.0, 4087.0
4325.0, 3855.0
3853.0, 4240.0
3995.0, 4087.0
4494.0, 3782.0
5014.0, 3371.0
5364.0, 3331.0
4947.0, 3423.0
4684.0, 3603.0
4062.0, 4035.0
3665.0, 4697.0
3853.0, 4240.0
3853.0, 4240.0
3807.0, 4544.0
3853.0, 4240.0
5014.0, 3371.0
4183.0, 4008.0
3853.0, 4240.0
3807.0, 4544.0
3995.0, 4087.0
4258.0, 3907.0
5014.0, 3371.0
5014.0, 3371.0
4183.0, 4008.0
3807.0, 4544.0
3665.0, 4697.0
5364.0, 3331.0
4947.0, 3423.0
5014.0, 3371.0
3853.0, 4240.0
3665.0, 4697.0
4561.0, 3730.0
4947.0, 3423.0
3853.0, 4240.0
3853.0, 4240.0
5014.0, 3371.0
3665.0, 4697.0
3665.0, 4697.0
4325.0, 3855.0
3995.0, 4087.0
4751.0, 3551.0
4062.0, 4035.0
4183.0, 4008.0
4325.0, 3855.0
3920.0, 4188.0
4751.0, 3551.0
3920.0, 4188.0
3920.0, 4188.0
3853.0, 4240.0
5014.0, 3371.0
4258.0, 3907.0
4947.0, 3423.0
4494.0, 3782.0
4561.0, 3730.0
4561.0, 3730.0
5431.0, 3279.0
4062.0, 4035.0
3853.0, 4240.0
4325.0, 3855.0
4258.0, 3907.0
5014.0, 3371.0
4325.0, 3855.0
4561.0, 3730.0
4561.0, 3730.0
3665.0, 4697.0
4183.0, 4008.0
3665.0, 4697.0
4183.0, 4008.0
3853.0, 4240.0
3995.0, 4087.0
5014.0, 3371.0
5364.0, 3331.0
5014.0, 3371.0
4183.0, 4008.0
3995.0, 4087.0
5014.0, 3371.0
3995.0, 4087.0
5014.0, 3371.0
4062.0, 4035.0
5364.0, 3331.0
3920.0, 4188.0
4494.0, 3782.0
4062.0, 4035.0
3920.0, 4188.0
3807.0, 4544.0
5364.0, 3331.0
4325.0, 3855.0
3665.0, 4697.0
4947.0, 3423.0
4947.0, 3423.0
4231.0, 3962.0
3853.0, 4240.0
3995.0, 4087.0
4325.0, 3855.0
4751.0, 3551.0
4062.0, 4035.0
4325.0, 3855.0
3995.0, 4087.0
4258.0, 3907.0
3920.0, 4188.0
3995.0, 4087.0
4325.0, 3855.0
4062.0, 4035.0
4325.0, 3855.0
3665.0, 4697.0
4561.0, 3730.0
3920.0, 4188.0
5431.0, 3279.0
3853.0, 4240.0
4751.0, 3551.0
4325.0, 3855.0
4183.0, 4008.0
4561.0, 3730.0
5014.0, 3371.0
3665.0, 4697.0
3807.0, 4544.0
4258.0, 3907.0
4325.0, 3855.0
4183.0, 4008.0
4325.0, 3855.0
5014.0, 3371.0
3853.0, 4240.0
5364.0, 3331.0
3920.0, 4188.0
5364.0, 3331.0
4684.0, 3603.0
4561.0, 3730.0
3665.0, 4697.0
4325.0, 3855.0
4183.0, 4008.0
4183.0, 4008.0
4561.0, 3730.0
4494.0, 3782.0
4325.0, 3855.0
4062.0, 4035.0
3995.0, 4087.0
3665.0, 4697.0
4183.0, 4008.0
3995.0, 4087.0
4947.0, 3423.0
3853.0, 4240.0
4325.0, 3855.0
5431.0, 3279.0
4325.0, 3855.0
3665.0, 4697.0
4494.0, 3782.0
3665.0, 4697.0
4325.0, 3855.0
4325.0, 3855.0
5364.0, 3331.0
4062.0, 4035.0
