3628.0, 5610.0, 4281.0
4440.0, 4666.0, 4413.0
4959.0, 3256.0, 4881.0
3469.0, 6246.0, 4636.0
4959.0, 3256.0, 4881.0
3628.0, 5610.0, 4281.0
4147.0, 4200.0, 4749.0
4801.0, 4434.0, 3911.0
4581.0, 3638.0, 5208.0
4682.0, 3352.0, 5184.0
3769.0, 4582.0, 5076.0
3605.0, 4300.0, 6118.0
4781.0, 3592.0, 4508.0
3704.0, 4540.0, 5442.0
4801.0, 4434.0, 3911.0
4440.0, 4666.0, 4413.0
3545.0, 5176.0, 5797.0
4801.0, 4434.0, 3911.0
4267.0, 4889.0, 4732.0
4147.0, 4200.0, 4749.0
3890.0, 3876.0, 6101.0
4781.0, 3592.0, 4508.0
3769.0, 4582.0, 5076.0
3545.0, 5176.0, 5797.0
3446.0, 4936.0, 6473.0
3769.0, 4582.0, 5076.0
3545.0, 5176.0, 5797.0
3446.0, 4936.0, 6473.0
3545.0, 5176.0, 5797.0
3605.0, 4300.0, 6118.0
4801.0, 4434.0, 3911.0
3529.0, 5370.0, 4957.0
3610.0, 5218.0, 5431.0
3446.0, 4936.0, 6473.0
4781.0, 3592.0, 4508.0
4959.0, 3256.0, 4881.0
3605.0, 4300.0, 6118.0
4581.0, 3638.0, 5208.0
4048.0, 3960.0, 5425.0
4581.0, 3638.0, 5208.0
3545.0, 5176.0, 5797.0
4959.0, 3256.0, 4881.0
4262.0, 5002.0, 4040.0
3529.0, 5370.0, 4957.0
4749.0, 3832.0, 5031.0
4959.0, 3256.0, 4881.0
3670.0, 4342.0, 5752.0
3605.0, 4300.0, 6118.0
4147.0, 4200.0, 4749.0
4581.0, 3638.0, 5208.0
3545.0, 5176.0, 5797.0
3769.0, 4582.0, 5076.0
3469.0, 6246.0, 4636.0
4054.0, 4158.0, 5059.0
3628.0, 5610.0, 4281.0
3469.0, 6246.0, 4636.0
4048.0, 3960.0, 5425.0
4781.0, 3592.0, 4508.0
4781.0, 3592.0, 4508.0
4048.0, 3960.0, 5425.0
4048.0, 3960.0, 5425.0
3545.0, 5176.0, 5797.0
3610.0, 5218.0, 5431.0
4048.0, 3960.0, 5425.0
4440.0, 4666.0, 4413.0
4959.0, 3256.0, 4881.0
4147.0, 4200.0, 4749.0
3469.0, 6246.0, 4636.0
3529.0, 5370.0, 4957.0
3769.0, 4582.0, 5076.0
4959.0, 3256.0, 4881.0
3469.0, 6246.0, 4636.0
4440.0, 4666.0, 4413.0
4333.0, 3536.0, 5408.0
4781.0, 3592.0, 4508.0
3446.0, 4936.0, 6473.0
4136.0, 3553.0, 6066.0
4959.0, 3256.0, 4881.0
3545.0, 5176.0, 5797.0
3446.0, 4936.0, 6473.0
4147.0, 4200.0, 4749.0
4051.0, 4965.0, 4995.0
3955.0, 3918.0, 5735.0
3446.0, 4936.0, 6473.0
4440.0, 4666.0, 4413.0
4048.0, 3960.0, 5425.0
3545.0, 5176.0, 5797.0
3370.0, 6006.0, 5312.0
4440.0, 4666.0, 4413.0
4781.0, 3592.0, 4508.0
3529.0, 5370.0, 4957.0
3769.0, 4582.0, 5076.0
4048.0, 3960.0, 5425.0
3769.0, 4582.0, 5076.0
4581.0, 3638.0, 5208.0
4147.0, 4200.0, 4749.0
3545.0, 5176.0, 5797.0
3605.0, 4300.0, 6118.0
3545.0, 5176.0, 5797.0
4979.0, 4098.0, 4284.0
4959.0, 3256.0, 4881.0
4262.0, 5002.0, 4040.0
3890.0, 3876.0, 6101.0
4338.0, 3932.0, 5201.0
3446.0, 4936.0, 6473.0
4959.0, 3256.0, 4881.0
3446.0, 4936.0, 6473.0
3605.0, 4300.0, 6118.0
3605.0, 4300.0, 6118.0
4262.0, 5002.0, 4040.0
3913.0, 5186.0, 4264.0
3529.0, 5370.0, 4957.0
3605.0, 4300.0, 6118.0
3545.0, 5176.0, 5797.0
4147.0, 4200.0, 4749.0
3529.0, 5370.0, 4957.0
4147.0, 4200.0, 4749.0
4581.0, 3638.0, 5208.0
3370.0, 6006.0, 5312.0
3469.0, 6246.0, 4636.0
3545.0, 5176.0, 5797.0
3628.0, 5610.0, 4281.0
3469.0, 6246.0, 4636.0
4267.0, 4889.0, 4732.0
4581.0, 3638.0, 5208.0
3529.0, 5370.0, 4957.0
4440.0, 4666.0, 4413.0
4959.0, 3256.0, 4881.0
4801.0, 4434.0, 3911.0
3628.0, 5610.0, 4281.0
4262.0, 5002.0, 4040.0
3469.0, 6246.0, 4636.0
3469.0, 6246.0, 4636.0
